1,7
2,8
3,36
4,50
5,67
6,79
7,90
8,99
9,108
10,116
11,124
12,130
13,136
14,141
15,146
16,150
17,154
18,158
19,161
20,164
21,167
22,170
23,172
24,175
25,177
26,179
27,181
28,183
29,185
30,187
31,220
32,239
33,254
34,267
35,278
36,288
37,297
38,305
39,313
40,320
41,336
42,352
