1,62
2,209
3,444
4,810
5,1061
6,1247
7,1516
8,1622
9,1822
10,2027
11,2263
12,2588
13,2765
14,3018
15,3445
16,3733
17,4025
18,4118
19,4430
20,4790
21,5730
22,6311
23,6848
24,7246
25,7492
26,7649
27,7800
28,7919
29,8014
30,8138
31,8234
32,8345
33,8460
34,8678
35,8789
36,8903
37,9030
38,9244
39,9381
40,9508
